ID;Frage;Titel;Beschreibung HTML;Beschreibung Text;Survey ID;User ID;Created at;Updated at;Upvotes;Downvotes;Vote Average;Anzahl Kommentare;Kommentar 1;Kommentar 2;Bild URL;Bild
319;Was fehlt in St.Gallen?;Velo-Abstellplatz gegenüber Gaiserbahnhof;<p>Früher konnte man an der Ecke Migros/Aldi/St.Leonhard-Strasse in der Seitenstrasse das Velo abstellen. Dieser Veloparkplatz wurde aus unerfindlichen Gründen abgeschafft. Der war super. Der Platz beim Gaiserbahnhof ist viel viel zu klein. Überhaupt hat es viel zu wenige .. auch in der Altstadt selbst - gäbe es da welche, dann würden vielleicht nicht alle mit dem Velo durch Multer- und Neugasse, Marktgasse fahren.</p>;Früher konnte man an der Ecke Migros/Aldi/St.Leonhard-Strasse in der Seitenstrasse das Velo abstellen. Dieser Veloparkplatz wurde aus unerfindlichen Gründen abgeschafft. Der war super. Der Platz beim Gaiserbahnhof ist viel viel zu klein. Überhaupt hat es viel zu wenige .. auch in der Altstadt selbst - gäbe es da welche, dann würden vielleicht nicht alle mit dem Velo durch Multer- und Neugasse, Marktgasse fahren.;3484;63716;2022-02-11T16:47:01+01:00;2022-02-11T16:47:01+01:00;2;0;2;0;;;;
320;Was zeichnet St.Gallen aus?;Busfernsehen VBSG;<p>ich würde mir wünschen, dass die Beiträge in den Bussen besser an das Buspublikum angepasst wäre. Überwiegend läuft Sport. Ich bezweifle, dass alle BuspassagierInnen sportbegeistert sind. ein sinnvollerer Einsatz der Bildschirme wären relevantere Beiträge aus dem Lokal- und Regionalgeschehen.</p>;ich würde mir wünschen, dass die Beiträge in den Bussen besser an das Buspublikum angepasst wäre. Überwiegend läuft Sport. Ich bezweifle, dass alle BuspassagierInnen sportbegeistert sind. ein sinnvollerer Einsatz der Bildschirme wären relevantere Beiträge aus dem Lokal- und Regionalgeschehen.;3483;63742;2022-02-14T12:28:52+01:00;2022-02-14T12:28:52+01:00;1;0;1;0;;;;
321;Was fehlt in St.Gallen?;Weg mit den Velos und Herumtreibern!;<p>St. Gallen ist eine schöne Stadt. Leider sehe ich meine Stadt zu Grunde gehen. Anders als gewisse Exponenten vertrete ich in diesem Bürgerforum noch echte schweizerische bürgerlich-konservative Werte, wie es sich gehört. Trotz aller Bemühungen bleibt das linksgrünversiffte – entschuldigen Sie den Begriff – «Pack» der Stadt noch immer nicht fern. Nach Jahren der Verdrängerpolitik wollen die Velos, die jugendlichen und ausländischen Herumtreiber der Stadt noch immer nicht fern bleiben. Sie sind ein störender Bestandteil der Stadtkulisse – dagegen muss man etwas tun.</p><p>Sobald ich in mein Auto steige, sind sie da: Velofahrer. Wie Berserker machen sie uns gesitteten, anständigen Autofahrern die Strasse streitig. Sie stehen mitten auf den Kreuzungen, fahren auf unseren Spuren und manchmal verfehle ich sie nur haarscharf, wenn ich überholen will. So schwer mir das Eingeständnis fällt: In dieser Hinsicht können wir von unseren Nachbarn jenseits vom Bodensee lernen. Die Deutschen wissen nämlich, wie man die lästigen Velofahrer im Schach hält. Es gibt ein einfaches wie zweckdienliches Mittel: Velowege! Wenn man das zweirädrige Gesocks endlich auf ihren eigenen Spuren platzieren würde, gäbe es endlich wieder freie Fahrt für freie Bürger – so, wie es sein muss.</p><p>Fast noch schlimmer sind nur die ganzen Herumtreiber. Auf dem sonst so schönen roten Platz, vor der «Tankstell» an der Teufener Strasse, um den Bahnhof, überall sieht man sie. Normalerweise handelt es sich um junge Menschen, Ausländer oder andere Randständige. Das kann doch nicht sein, dass man die überall sieht! Leider darf man die Idee mit dem Deportieren ja nicht mehr so einfach äussern. Aber es gibt legale und nicht einmal besonders aufwändige Wege, diese Randständigen aus der Öffentlichkeit fernzuhalten: Kulturzentren. Anscheinend halten sich die Minderbemittelten gerne in Quartiertreffs oder bei günstigen Kulturangeboten auf. Die Jugendlichen versammeln sich heute mit Vorliebe in sogenannten Partylokalen. Hätten wir mehr davon, würde unsere Stadt sauber und schön bleiben! Hier dient Bern als Beispiel: Dort versammeln sich die dubiosen Gestalten konsequent bei der Reitschule, der Rest der Stadt bleibt für die anständigen Bürger.</p><p>Es besteht dringender Handlungsbedarf. Ich bitte daher die Ratsrechten, sich bei diesen Anliegen nicht dem linksversifften Flügel unterzuordnen. Jetzt braucht es Mut! Baut endlich Velowege und fördert das Kulturleben. Als guter Schweizer danke ich im Voraus.</p>;St. Gallen ist eine schöne Stadt. Leider sehe ich meine Stadt zu Grunde gehen. Anders als gewisse Exponenten vertrete ich in diesem Bürgerforum noch echte schweizerische bürgerlich-konservative Werte, wie es sich gehört. Trotz aller Bemühungen bleibt das linksgrünversiffte – entschuldigen Sie den Begriff – «Pack» der Stadt noch immer nicht fern. Nach Jahren der Verdrängerpolitik wollen die Velos, die jugendlichen und ausländischen Herumtreiber der Stadt noch immer nicht fern bleiben. Sie sind ein störender Bestandteil der Stadtkulisse – dagegen muss man etwas tun.  Sobald ich in mein Auto steige, sind sie da: Velofahrer. Wie Berserker machen sie uns gesitteten, anständigen Autofahrern die Strasse streitig. Sie stehen mitten auf den Kreuzungen, fahren auf unseren Spuren und manchmal verfehle ich sie nur haarscharf, wenn ich überholen will. So schwer mir das Eingeständnis fällt: In dieser Hinsicht können wir von unseren Nachbarn jenseits vom Bodensee lernen. Die Deutschen wissen nämlich, wie man die lästigen Velofahrer im Schach hält. Es gibt ein einfaches wie zweckdienliches Mittel: Velowege! Wenn man das zweirädrige Gesocks endlich auf ihren eigenen Spuren platzieren würde, gäbe es endlich wieder freie Fahrt für freie Bürger – so, wie es sein muss.  Fast noch schlimmer sind nur die ganzen Herumtreiber. Auf dem sonst so schönen roten Platz, vor der «Tankstell» an der Teufener Strasse, um den Bahnhof, überall sieht man sie. Normalerweise handelt es sich um junge Menschen, Ausländer oder andere Randständige. Das kann doch nicht sein, dass man die überall sieht! Leider darf man die Idee mit dem Deportieren ja nicht mehr so einfach äussern. Aber es gibt legale und nicht einmal besonders aufwändige Wege, diese Randständigen aus der Öffentlichkeit fernzuhalten: Kulturzentren. Anscheinend halten sich die Minderbemittelten gerne in Quartiertreffs oder bei günstigen Kulturangeboten auf. Die Jugendlichen versammeln sich heute mit Vorliebe in sogenannten Partylokalen. Hätten wir mehr davon, würde unsere Stadt sauber und schön bleiben! Hier dient Bern als Beispiel: Dort versammeln sich die dubiosen Gestalten konsequent bei der Reitschule, der Rest der Stadt bleibt für die anständigen Bürger.  Es besteht dringender Handlungsbedarf. Ich bitte daher die Ratsrechten, sich bei diesen Anliegen nicht dem linksversifften Flügel unterzuordnen. Jetzt braucht es Mut! Baut endlich Velowege und fördert das Kulturleben. Als guter Schweizer danke ich im Voraus.;3484;64055;2022-02-17T20:33:35+01:00;2022-02-17T20:33:35+01:00;0;1;-1;0;;;;
331;Was zeichnet St.Gallen aus?;Stadtpark;<p>Wir haben einen schönen Stadtpark aber leider lebt der Park nicht, die Leute laufen nur durch, wenige halten sich wirklich darin auf. Im Stadtpark steht der Frauenpavillion ein perfekter Ort für ein Kaffee direkt neben dem Spielplatz wo viele Eltern mit Ihren Kindern sind und mit einer perfekten Sicht auf den Park. Der Pavillon wird besetzt von einem Verein der alle paar Wochen einen Anlass macht an dem dann auch nicht wahnsinnig viele Leute teilnehmen. In jeder anderen Stadt gäbe es da etwas zum verweilen, um sich ein Mittagessen zu holen ob Take away oder im Kaffee, etwas wo man einen Apero trinken kann, wo Kinder herumspringen können ohne Autos in der nähe. Wie so ein schöner Ort brachliegen kann ist mir ein Rätsel, es wäre kein grosses Ding das zu ändern. Go St.Gallen!</p>;Wir haben einen schönen Stadtpark aber leider lebt der Park nicht, die Leute laufen nur durch, wenige halten sich wirklich darin auf. Im Stadtpark steht der Frauenpavillion ein perfekter Ort für ein Kaffee direkt neben dem Spielplatz wo viele Eltern mit Ihren Kindern sind und mit einer perfekten Sicht auf den Park. Der Pavillon wird besetzt von einem Verein der alle paar Wochen einen Anlass macht an dem dann auch nicht wahnsinnig viele Leute teilnehmen. In jeder anderen Stadt gäbe es da etwas zum verweilen, um sich ein Mittagessen zu holen ob Take away oder im Kaffee, etwas wo man einen Apero trinken kann, wo Kinder herumspringen können ohne Autos in der nähe. Wie so ein schöner Ort brachliegen kann ist mir ein Rätsel, es wäre kein grosses Ding das zu ändern. Go St.Gallen!;3483;64223;2022-02-25T11:55:08+01:00;2022-02-25T11:55:08+01:00;5;0;5;1;Evtl. wäre einer dieser Container Wagen mit alkoholfreien Getränken und gesunden Snacks, mit geregelten Öffnungszeiten eine Idee? Gegegnungsort mit ein wenig Kulinarik… einfach Holzbänke und Tische, Bsp. wie im Quartierzentrum Bäckeranlage in Zürich, die jedoch über ein Restaurant verfügen.;;https://partizipieren.stadt.sg.ch/api/v1/storage/files/survey_data/nwmfw25ebgqk/storage/a07cd29e-5272-4c32-9e90-d377a1288fe5.jpeg?signature=b92c5949a09641ed026f79eca67da597c045ce1f9ee8ccd95884e4769cfeba0b;https://daten.stadt.sg.ch/api/v2/catalog/datasets/sankt-diskurs-ideenfindung-partizipationsplattform-stadt-stgallen/files/5b9766fd025ada805a346598a59b50d7
332;Was zeichnet St.Gallen aus?;LOK-Remise;<p>Gemütlich in der LOK Remise eine Veranstaltung geniessen, in der grossen Halle oder auf der Aussenrondelle etwas essen- Aber zu welchen Preisen? So schickimicki passt so gar nicht zu KinoK und der rustikalen Umgebung.</p><p>Das Personal ist zwar wirklich supernett und zuvorkommend, aber wäre einfachere, preiswertere Menuführung oder gar diverse Foodtracks mit internationalem Food nicht passender?</p>;Gemütlich in der LOK Remise eine Veranstaltung geniessen, in der grossen Halle oder auf der Aussenrondelle etwas essen- Aber zu welchen Preisen? So schickimicki passt so gar nicht zu KinoK und der rustikalen Umgebung.  Das Personal ist zwar wirklich supernett und zuvorkommend, aber wäre einfachere, preiswertere Menuführung oder gar diverse Foodtracks mit internationalem Food nicht passender?;3483;64225;2022-02-25T12:03:38+01:00;2022-02-25T12:03:38+01:00;1;0;1;1;Idee mit preiswerterem Angebot finde ich cool! Warum nicht beides anbieten? Sowohl Schickimicki, für die, die das gerne haben, als auch beispielsweise Foodtrucks in oder um die Lokremise herum? Generell könnte das ganze Areal nördlich des Bahnhofs einladender gestaltet werden.;;;
333;Was fehlt in St.Gallen?;Weihnachtsmarkt gehört auf den Klosterplatz;<p>Der Weihnachtsmarkt am Marktplatz ist unattraktiv und unpassend. Der Klosterplatz wäre dafür hervorragend geeignet und ergäbe ein super Ambiente. Ein Neujahrsapéro ist dort schliesslich auch möglich.</p>;Der Weihnachtsmarkt am Marktplatz ist unattraktiv und unpassend. Der Klosterplatz wäre dafür hervorragend geeignet und ergäbe ein super Ambiente. Ein Neujahrsapéro ist dort schliesslich auch möglich.;3484;52919;2022-02-25T12:19:16+01:00;2022-02-25T12:19:16+01:00;1;0;1;0;;;;
334;Was fehlt in St.Gallen?;VeloSTOPweg über Güterbahnhofareal;<p>Fährt die Appenzeller Bahn einmal viertelstündlich in und aus Richtung Teufen, dürfen Veloverkehrer/innen wohl sehr oft auf eine geschlossene Barriere treffen. Man hätte die Bahn unter die Strasse versenken können! Nennt man dies neuerdings eine Förderung des Veloverkehrs? Viele Velofahrer werden sich über die Fehlplanung ärgern.</p>;Fährt die Appenzeller Bahn einmal viertelstündlich in und aus Richtung Teufen, dürfen Veloverkehrer/innen wohl sehr oft auf eine geschlossene Barriere treffen. Man hätte die Bahn unter die Strasse versenken können! Nennt man dies neuerdings eine Förderung des Veloverkehrs? Viele Velofahrer werden sich über die Fehlplanung ärgern.;3484;52919;2022-02-25T12:31:42+01:00;2022-02-25T12:31:42+01:00;2;0;2;2;"Hätte man früher geplant hätte die neugebaute Rampe hoch zum Ruckhaldentunnel womöglich etwas anders gelegt werden und damit ein kleiner Velotunnel geschaffen werden können. Tja, schon passiert.
Was hingegen noch möglich wäre ist eine Velostrecke aus dem Güterbahnhof raus gerade aus weiter durch die Davidstrasse zum Neumarkt und übers Bleicheli direkt in die Innenstadt.
Vorschlag: Davidstrasse wird 30er Zone, entweder Einbahn oder ohne Parkplätze, so gibt's Platz für einen Veloweg. Ausserdem viel einfacher bereits zu installieren: Ein Lichtsignal am Güterbahnhof, dass heranfahrende Velos bereits 100-200m früher erkennt und damit die Chance auf eine grüne Welle erhöht. Ich finde, das wäre sowieso überall für den Langsamverkehr wertvoll. In Zürich hab ich das erlebt, Oerlikon Wohnquartier entlang der Hauptstrasse (also nicht Innenstadt) wohlbemerkt: du läufst auf eine rote Fussgängerampel zu und kurz bevor du verlangsamen und stehen bleiben willst wechselt diese bereits auf grün, das zauberte mir direkt ein Lächeln aufs Gesicht.";Das ist keine Fehlplanung, das ist Absicht, denn Versenken geht nicht: Direkt darunter ist ein unterirdischer Kreisel des Autobahnzubringers Güterbahnhof geplant. 🙄;;
335;Was zeichnet St.Gallen aus?;Marktplatz;<p>Mir fällt es ja unterdessen gar nicht mehr so auf, aber wenn wir Gäste aus dem Ausland oder auch aus der restlichen Schweiz haben sind diese meist verstört über die hohe Anzahl an Junkies in der Gegend vom Marktplatz, Kantipark, Stadtpark und im Linsenbühl. Die Leute erwarten Kleinstadt Idylle stattdessen trifft man auf weniger idyllische Szenen… Im Klosterviertel sieht man das nie, ich denke das hat damit zu tun dass es eine Achse der Abgabestellen gibt, Metadonabgabe Singenberg/Gassenküche Linsenbühl/Katharinenhof und der Heroinabgabe neben dem Palace. Auf dieser Achse ist die Dichte relativ hoch. Es ist meiner Meinung nach sehr wichtig dass alle Bürger angemessene Unterstützung bekommen, mir erschliesst sich nur nicht wieso das mitten in der Stadt sein soll so dass der Marktplatz oft trostlos aussieht und die Parks praktisch nicht benutzbar sind. Die Argumentation ist glaube ich Integration, nur sehe ich die selben Gesichter seit Jahren und Jahrzehnten, ich glaube es ist eine Illusion dass sich da jemand wieder in die Gesellschaft integriert nur weil er/sie auf dem Marktplatz trinkt. Ich denke die Thematik ist nicht einfach, ich hoffe aber sehr dass sich da einmal etwas tut. Soziale Hilfe auf jeden Fall, es ist nicht lustig ist für die Betroffenen, und es tut mir auch sehr leid dass sie in diese Situation geraten sind. Aber müssen wir als Stadt da kollektiv mitleiden? In Zürich haben sie das irgendwie besser geregelt, wie weiss ich nicht, aber es sieht nirgends so trostlos aus wie bei uns, trotzdem bin ich sicher dass die soziale Hilfe gewährleistet ist… Auch in anderen Schweizer Städten sieht man das nicht in dem Ausmass, wollen wir so in den Köpfen der Besucher bleiben? </p>;Mir fällt es ja unterdessen gar nicht mehr so auf, aber wenn wir Gäste aus dem Ausland oder auch aus der restlichen Schweiz haben sind diese meist verstört über die hohe Anzahl an Junkies in der Gegend vom Marktplatz, Kantipark, Stadtpark und im Linsenbühl. Die Leute erwarten Kleinstadt Idylle stattdessen trifft man auf weniger idyllische Szenen… Im Klosterviertel sieht man das nie, ich denke das hat damit zu tun dass es eine Achse der Abgabestellen gibt, Metadonabgabe Singenberg/Gassenküche Linsenbühl/Katharinenhof und der Heroinabgabe neben dem Palace. Auf dieser Achse ist die Dichte relativ hoch. Es ist meiner Meinung nach sehr wichtig dass alle Bürger angemessene Unterstützung bekommen, mir erschliesst sich nur nicht wieso das mitten in der Stadt sein soll so dass der Marktplatz oft trostlos aussieht und die Parks praktisch nicht benutzbar sind. Die Argumentation ist glaube ich Integration, nur sehe ich die selben Gesichter seit Jahren und Jahrzehnten, ich glaube es ist eine Illusion dass sich da jemand wieder in die Gesellschaft integriert nur weil er/sie auf dem Marktplatz trinkt. Ich denke die Thematik ist nicht einfach, ich hoffe aber sehr dass sich da einmal etwas tut. Soziale Hilfe auf jeden Fall, es ist nicht lustig ist für die Betroffenen, und es tut mir auch sehr leid dass sie in diese Situation geraten sind. Aber müssen wir als Stadt da kollektiv mitleiden? In Zürich haben sie das irgendwie besser geregelt, wie weiss ich nicht, aber es sieht nirgends so trostlos aus wie bei uns, trotzdem bin ich sicher dass die soziale Hilfe gewährleistet ist… Auch in anderen Schweizer Städten sieht man das nicht in dem Ausmass, wollen wir so in den Köpfen der Besucher bleiben?;3483;64223;2022-02-25T12:35:49+01:00;2022-02-25T12:35:49+01:00;1;1;0;2;"Auch wenn es niemand gerne sieht (mich eingeschlossen) so ist es halt doch eine Realität. Es nützt doch nichts, wenn wir diese einfach etwas verdrängen/örtlich verlagern. Im Gegenteil, dass dies Leute verstört zeigt doch, wie wenig Auseinandersetzung zu gesellschaftlichen sowie sozioökonomischen Themen stattfindet.
Mich freut diesbezüglich viel mehr zu sehen, wie bspw. unsere Stapo offenbar einen recht guten/menschlichen Umgang mit dieser sicherlich oft nicht ganz einfachen Klientel findet.";Man sollte dringend etwas unternehmen. Die Gegend Marktplatz Calatrava-Halle, Waaghaus, Kanti-Park und Sonntags oft auch rund um den Neumarkt/roter Platz sind sehr Problematisch. Mir tun die Touristen leid, die von weit hergekommen sind und Sonntags einen verk****en roten Platz vorfinden und sich von aggressiven Alkoholikern anpöbeln lassen müssen.;;
336;Was fehlt in St.Gallen?;Attraktive ICT-Stellen in der Stadt und Region St. Gallen;"<p>Trotz Jahrelanger Bemühungen (IT-Rockt usw..) ist gemäss ICT-Berufsbildung Schweiz die Ostschweiz mit nur 20'500 ICT-Beschäftigten (Anteil von nur 3% der Gesamtbeschäftigung) auf dem zweitletzten Platz der Schweiz.</p><p>Zürich ist mit 84'800 ICT Beschäftigten bei einem Anteil von 8% auf der Spitzenposition.</p><p>Mit den neuen, flexiblen Arbeitsmodellen (z.B. Raiffeisen FlexOffice, Swisscom mit bis zu 80% Homeoffice Anteil usw.) liegt es natürlich immer näher, auch regional weiter entfernte Jobs anzunehmen. Das heisst, steuergünstig auf dem Land wohnen zu einem Zürcher ICT-Gehalt (ab 120'000.- / Jahreslohn).</p><p><br /></p><p>Die Stadt und Region St. Gallen scheint hier komplett verloren zu haben. Die IT-Rockt Kampagne bringt, nebst teuren Mitgliederbeiträgen, rein Stellenmässig auch nichts. Bei Vorstellungsgesprächen kommt bei den Salärverhandlungen immer wieder die Bemerkung ""wir sind halt in der Ostschweiz"" - oder die Stelle wird dann durch einen Grenzgänger besetzt.</p><p>So muss man sich nicht wundern, läuft einem Zürich seit Jahren den Rang ab.</p><p>""ICT-Cluster Ostschweiz"" - tut bitte etwas!</p>";"Trotz Jahrelanger Bemühungen (IT-Rockt usw..) ist gemäss ICT-Berufsbildung Schweiz die Ostschweiz mit nur 20'500 ICT-Beschäftigten (Anteil von nur 3% der Gesamtbeschäftigung) auf dem zweitletzten Platz der Schweiz.  Zürich ist mit 84'800 ICT Beschäftigten bei einem Anteil von 8% auf der Spitzenposition.  Mit den neuen, flexiblen Arbeitsmodellen (z.B. Raiffeisen FlexOffice, Swisscom mit bis zu 80% Homeoffice Anteil usw.) liegt es natürlich immer näher, auch regional weiter entfernte Jobs anzunehmen. Das heisst, steuergünstig auf dem Land wohnen zu einem Zürcher ICT-Gehalt (ab 120'000.- / Jahreslohn).    Die Stadt und Region St. Gallen scheint hier komplett verloren zu haben. Die IT-Rockt Kampagne bringt, nebst teuren Mitgliederbeiträgen, rein Stellenmässig auch nichts. Bei Vorstellungsgesprächen kommt bei den Salärverhandlungen immer wieder die Bemerkung ""wir sind halt in der Ostschweiz"" - oder die Stelle wird dann durch einen Grenzgänger besetzt.  So muss man sich nicht wundern, läuft einem Zürich seit Jahren den Rang ab.  ""ICT-Cluster Ostschweiz"" - tut bitte etwas!";3484;60650;2022-02-25T12:58:56+01:00;2022-02-25T12:58:56+01:00;3;0;3;0;;;;
337;Was zeichnet St.Gallen aus?;Zu wenig grosse Räume - zu wenig Ausstrahlung;"<p>Was zeichnet St. Gallen aus?</p><ul><li>Für die Grösse der Stadt ein reiches kulturelles Angebot.</li><li>Es gibt wenig Städte mit dieser Grösse, die ein Dreisparten-Theater und ein Sinfonieorchester haben (gehören aber dem Kanton St. Gallen)</li><li>Die Lage ist optimal, da im Dreiländereck gelegen.</li></ul><p>Was fehlt in St. Gallen?</p><ul><li>Trotz reichem Kulturangebot gibt es der Stadt kein kulturelles Zentrum. Es gibt keinen einzigen genug grossen Raum (ausser die Tonhalle), wo z.B. ein 40-50-köpfiges Orchester (Blasorchester, Sinfonieorchester) auftreten kann.</li><li>Es gibt kleinere Gemeinden im Umfeld, die besser ausgestattet sind (Gossau, Flawil, Herisau usw.). Eigentlich müsste St. Gallen einen Ort haben wie das Monforthaus in Feldkirch: https://www.montforthausfeldkirch.com</li><li>Die OLMA-Hallen sind leider für normale Konzerte akustisch eher ungeeignet und v.a. sind sie viel zu teuer! Das dürfte eigentlich nicht sein, da sie mitten in der Stadt den besten Platz besetzen.</li><li>Warum bemüht sich die Stadt nicht um den ""Umbau"" des Theaters? Seit das alte Stadttheater und der Schützengartensaal abgerissen wurde, fehlt genau ein Veranstaltungssaal in dieser Grösse. Könnte doch auf dem OLMA-Parkplatz aufgestellt werden (ehemalige Halle 7)!</li><li>Es ist schade, dass ich mit meinem Orchester Camerata Salonistica immer wieder auf umliegende Veranstaltungsorte zurückgreifen muss. Die Tonhalle steht ja auch nicht immer zur Verfügung.</li><li>Ewas weiteres fehlt: es gibt keine vergünstigten oder sogar gratis Proberäume für städtische Vereine. Das ist der Grund, weshalb wir mit dem Orchester seit 10 Jahren in Mörschwil proben. Da ist die Miete günstiger. Das kann's doch nicht sein!</li><li>Schade ist, dass damals die Idee mit der Reithalle nicht weiterverfolgt wurde. Die Voltigierer würden besser an einem andere Ort trainieren. Es ist doch unsinnig, dass sie ihre Pferde immer von Herisau runtertransportieren müssen.</li><li>Es fehlt auch an Unterstützung für Vereine, die über St. Gallen ausstrahlen könnten, dies v.a. im musikalischen Bereich. Es gibt z.B. bis heute kein Jugend-Sinfonieorchester.</li><li>Warum werden Städtepartnerschaften nicht mehr für einen kulturellen Austausch genutzt? Für Vereine wäre es toll, wenn sie einmal ein Konzert in Liberec o.a. geben könnten. Welches sind überhaupt Städtepartnerschaften?</li></ul><p>Wahrnehmung:</p><ul><li>St. Gallen nutzt seine Lage für mehr Ausstrahlung überhaupt nicht. Als Kantonshauptstadt hat sie auch zu wenig Ausstrahlung, das gleiche gilt als grösste Stadt im Bodenseeraum (neben Konstanz).</li><li>Eine bessere Ausstrahlung kann u.a. nur erreicht werden, wenn neben der professionellen Hochkultur (Theater) auch Laien-Vereine gezielt gefördert werden. Ich denke da v.a. an den musikalischen Bereich (z.B. Chöre und Orchester).</li><li>Im professionellen Sektor hat das Theater dank Musicals und einer tollen Tanzcompagnie Ausstrahlungskraft. Auch die St. Galler Festspiele gehören dazu. Aber auch hier wurde wieder gekürzt, was verheerend sein wird. In Bregenz finden die Festspiele jedes Jahr mit Erfolg statt.</li><li>Das UNESCO-Kulturgut könnte auch mehr ausstrahlen. Das gelingt aber nicht, wenn der Klosterplatz als ""heilig"" gilt. In anderen Städten (z.B. Salzburg) wird der Platz vor der Kirche auch jedes Jahr bespielt (""Jedermann"") und der Weihnachtsmarkt darf da stattfinden. In St. Gallen ist der Weihnachtsmarkt eine Katastrophe. Da kommt ausser Saufgelage keine Stimmung auf. Traditionellerweise gehören Weihnachtsmärkte geschlossen auf passende Plätze (oftmals bei der Kirche oder um die Kirche herum).</li></ul>";"Was zeichnet St. Gallen aus? Für die Grösse der Stadt ein reiches kulturelles Angebot.Es gibt wenig Städte mit dieser Grösse, die ein Dreisparten-Theater und ein Sinfonieorchester haben (gehören aber dem Kanton St. Gallen)Die Lage ist optimal, da im Dreiländereck gelegen. Was fehlt in St. Gallen? Trotz reichem Kulturangebot gibt es der Stadt kein kulturelles Zentrum. Es gibt keinen einzigen genug grossen Raum (ausser die Tonhalle), wo z.B. ein 40-50-köpfiges Orchester (Blasorchester, Sinfonieorchester) auftreten kann.Es gibt kleinere Gemeinden im Umfeld, die besser ausgestattet sind (Gossau, Flawil, Herisau usw.). Eigentlich müsste St. Gallen einen Ort haben wie das Monforthaus in Feldkirch: https://www.montforthausfeldkirch.comDie OLMA-Hallen sind leider für normale Konzerte akustisch eher ungeeignet und v.a. sind sie viel zu teuer! Das dürfte eigentlich nicht sein, da sie mitten in der Stadt den besten Platz besetzen.Warum bemüht sich die Stadt nicht um den ""Umbau"" des Theaters? Seit das alte Stadttheater und der Schützengartensaal abgerissen wurde, fehlt genau ein Veranstaltungssaal in dieser Grösse. Könnte doch auf dem OLMA-Parkplatz aufgestellt werden (ehemalige Halle 7)!Es ist schade, dass ich mit meinem Orchester Camerata Salonistica immer wieder auf umliegende Veranstaltungsorte zurückgreifen muss. Die Tonhalle steht ja auch nicht immer zur Verfügung.Ewas weiteres fehlt: es gibt keine vergünstigten oder sogar gratis Proberäume für städtische Vereine. Das ist der Grund, weshalb wir mit dem Orchester seit 10 Jahren in Mörschwil proben. Da ist die Miete günstiger. Das kann's doch nicht sein!Schade ist, dass damals die Idee mit der Reithalle nicht weiterverfolgt wurde. Die Voltigierer würden besser an einem andere Ort trainieren. Es ist doch unsinnig, dass sie ihre Pferde immer von Herisau runtertransportieren müssen.Es fehlt auch an Unterstützung für Vereine, die über St. Gallen ausstrahlen könnten, dies v.a. im musikalischen Bereich. Es gibt z.B. bis heute kein Jugend-Sinfonieorchester.Warum werden Städtepartnerschaften nicht mehr für einen kulturellen Austausch genutzt? Für Vereine wäre es toll, wenn sie einmal ein Konzert in Liberec o.a. geben könnten. Welches sind überhaupt Städtepartnerschaften? Wahrnehmung: St. Gallen nutzt seine Lage für mehr Ausstrahlung überhaupt nicht. Als Kantonshauptstadt hat sie auch zu wenig Ausstrahlung, das gleiche gilt als grösste Stadt im Bodenseeraum (neben Konstanz).Eine bessere Ausstrahlung kann u.a. nur erreicht werden, wenn neben der professionellen Hochkultur (Theater) auch Laien-Vereine gezielt gefördert werden. Ich denke da v.a. an den musikalischen Bereich (z.B. Chöre und Orchester).Im professionellen Sektor hat das Theater dank Musicals und einer tollen Tanzcompagnie Ausstrahlungskraft. Auch die St. Galler Festspiele gehören dazu. Aber auch hier wurde wieder gekürzt, was verheerend sein wird. In Bregenz finden die Festspiele jedes Jahr mit Erfolg statt.Das UNESCO-Kulturgut könnte auch mehr ausstrahlen. Das gelingt aber nicht, wenn der Klosterplatz als ""heilig"" gilt. In anderen Städten (z.B. Salzburg) wird der Platz vor der Kirche auch jedes Jahr bespielt (""Jedermann"") und der Weihnachtsmarkt darf da stattfinden. In St. Gallen ist der Weihnachtsmarkt eine Katastrophe. Da kommt ausser Saufgelage keine Stimmung auf. Traditionellerweise gehören Weihnachtsmärkte geschlossen auf passende Plätze (oftmals bei der Kirche oder um die Kirche herum).";3483;64227;2022-02-25T13:42:50+01:00;2022-02-25T13:42:50+01:00;2;0;2;0;;;;
